Report Period,Institution ID,Institution Name,Percent Medical Exemptions,Percent Religious Exemptions,Percent Immunized Measles,Percent Immunized Mumps,Percent Immunized Rubella,Percent Completely Immunized,Street Address,City,State,Zip Code,Location 
2016-2017,72342264,CUNY SCHOOL OF PROFESSIONAL STUDIES,0.00,0,95.7,96.7,96.7,95.7,101 WEST 31ST ST 12TH FLOOR,NEW YORK,NY,10010,"101 WEST 31ST ST 12TH FLOOR
NEW YORK, NY 10010
(40.74804918800004, -73.98947203399996)"
2016-2017,23512080,ST LAWRENCE UNIVERSITY,0.00,0.52,99.5,99.5,99.5,99.5,76 PARK STREET,CANTON,NY,13617,"76 PARK STREET
CANTON, NY 13617
(44.59001660900003, -75.16422390199995)"
2015-2016,72321237,CUNY EUGENIO MARIO DE HOSTOS COMMUNITY COLLEGE,0.02,0.1,99.8,99.9,99.9,99.8,475 GRAND CONCOURSE,BRONX,NY,10451,"475 GRAND CONCOURSE
BRONX, NY 10451
(40.816237691000026, -73.92835108899999)"
2016-2017,41141128,ERIE COMMUNITY COLLEGE CITY CAMPUS,0.09,0.09,98.1,98.2,98.1,98,121 ELLICOTT STREET ROOM 118,BUFFALO,NY,14203,"121 ELLICOTT STREET ROOM 118
BUFFALO, NY 14203
(42.882085302000064, -78.87311572999994)"
2017-2018,73342330,RABBINICAL SEMINARY OF AMERICA,0.00,0,96.4,96.4,96.4,96.4,76-01 147TH ST.,FLUSHING,NY,11367,"76-01 147TH ST.
FLUSHING, NY 11367
(40.72323659600005, -73.81764934199998)"
2016-2017,21411058,SUNY POLYTECHNIC INSTITUTE,0.00,0.15,99.8,99.8,99.8,99.8,,UTICA,NY,13504,"UTICA, NY 13504
(43.09361850000005, -75.18415929999998)"
2017-2018,73312233,YESHIVA UNIVERSITY GRADUATE PROGRAM ON B,0.00,0,100,100,100,100,245 LEXINGTON AVENUE,NEW YORK,NY,10016,"245 LEXINGTON AVENUE
NEW YORK, NY 10016
(40.746731071000056, -73.97944659999996)"
2017-2018,13533033,MID-AMERICA BAPTIST THEOLOGICAL SEMINARY,0.00,0,100,100,100,100,2810 CURRY ROAD EXTENSION,SCHENECTADY,NY,12303,"2810 CURRY ROAD EXTENSION
SCHENECTADY, NY 12303
(42.74381255800006, -73.90338983299995)"
2016-2017,73311196,HELENE FULD COLLEGE OF NURSING,0.00,0,100,100,100,100,24 E 120TH ST,NEW YORK,NY,10035,"24 E 120TH ST
NEW YORK, NY 10035
(40.802832204000026, -73.94385427199995)"
2016-2017,53662147,IONA COLLEGE,0.00,0.08,99.3,99.3,99.3,99.3,715 NORTH AVE,NEW ROCHELLE,NY,10801,"715 NORTH AVE
NEW ROCHELLE, NY 10801
(40.92551286300005, -73.78843532599996)"
2016-2017,73332325,PRATT INSTITUTE,0.06,0.13,98.4,98.4,98.4,98.4,200 WILLOUGHBY AVE,BROOKLYN,NY,11205,"200 WILLOUGHBY AVE
BROOKLYN, NY 11205
(40.691993774000025, -73.96368108199994)"
2015-2016,51662167,SUNY COLLEGE AT PURCHASE,0.10,0.5,92.6,92.9,92.9,92.6,735 ANDERSON HILL RD,PURCHASE,NY,10577,"735 ANDERSON HILL RD
PURCHASE, NY 10577
(41.03881547000003, -73.69586353199998)"
2017-2018,73313211,NEW YORK COLLEGE OF PODIATRIC MEDICINE,0.00,0,100,100,100,100,53 EAST 124TH ST,NEW YORK,NY,10035,"53 EAST 124TH ST
NEW YORK, NY 10035
(40.80488321400003, -73.94066036599997)"
2017-2018,34261091,BRYANT & STRATTON COLLEGE - HENRIETTA,0.00,0,99.4,100,100,99.4,1225 JEFFERSON RD,ROCHESTER,NY,14623,"1225 JEFFERSON RD
ROCHESTER, NY 14623
(43.08704752500006, -77.59959861099998)"
2016-2017,21421068,ONONDAGA COMMUNITY COLLEGE,0.01,0.21,97.1,97.1,97.1,97.1,4585 WEST SENECA TURNPIKE,SYRACUSE,NY,13215,"4585 WEST SENECA TURNPIKE
SYRACUSE, NY 13215
(43.00102868600004, -76.19535264699994)"
2016-2017,61281281,NEW YORK COLLEGE OF HEALTH PROFESSIONS,0.36,2.73,94.9,94.9,94.9,94.9,6801 JERICHO TURNPIKE SUITE 300,SYOSSET,NY,11791,"6801 JERICHO TURNPIKE SUITE 300
SYOSSET, NY 11791
(40.808910439000044, -73.51625330099995)"
2017-2018,13131017,CULINARY INSTITUTE OF AMERICA,0.10,0.1,99.9,99.9,99.9,99.9,1946 CAMPUS DRIVE,HYDE PARK,NY,12538,"1946 CAMPUS DRIVE
HYDE PARK, NY 12538
(41.74672293800006, -73.93228484399998)"
2017-2018,72342266,CUNY GRADUATE SCHOOL OF PUBLIC HEALTH PO,0.30,0.3,94.3,95.4,95.4,94.3,55 WEST 125TH STREET,NEW YORK,NY,10027,"55 WEST 125TH STREET
NEW YORK, NY 10027
(40.80731020700006, -73.94429062499995)"
2017-2018,44141117,BRYANT & STRATTON COLLEGE - EASTERN HILL,0.00,0,98.8,99.2,99.6,98.4,3650 MILLERSPORT HIGHWAY,GETZVILLE,NY,14068,"3650 MILLERSPORT HIGHWAY
GETZVILLE, NY 14068
(43.03988289200004, -78.74211479699994)"
2017-2018,11491028,HUDSON VALLEY COMMUNITY COLLEGE,0.10,0.4,99.6,99.6,99.6,99.6,80 VANDENBURGH AVE,TROY,NY,12180,"80 VANDENBURGH AVE
TROY, NY 12180
(42.69577651000003, -73.68777914899994)"
2017-2018,73332335,MACHZIKEL HADATH RABBINICAL COLLEGE,0.00,0.7,95.8,97.9,97.9,95.8,5407 16TH AVE,BROOKLYN,NY,11204,"5407 16TH AVE
BROOKLYN, NY 11204
(40.628036861000055, -73.98858107099994)"
2017-2018,21221050,JEFFERSON COMMUNITY COLLEGE,0.10,0.2,98.7,98.7,98.7,98.7,1220 COFFEEN ST,WATERTOWN,NY,13601,"1220 COFFEEN ST
WATERTOWN, NY 13601
(43.98716468400005, -75.93906401999999)"
2017-2018,72343261,CUNY SCHOOL OF LAW,0.00,0.2,99.8,99.8,99.8,99.8,2 COURT SQUARE,LONG ISLAND CITY,NY,11101,"2 COURT SQUARE
LONG ISLAND CITY, NY 11101
(40.74645811200003, -73.94392320599997)"
2017-2018,73312231,NEW YORK STUDIO SCHOOL,0.00,0,91.7,100,100,91.7,8 WEST 8TH ST,NEW YORK,NY,10011,"8 WEST 8TH ST
NEW YORK, NY 10011
(40.732577812000045, -73.99719521699996)"
2016-2017,72341265,CUNY STELLA AND CHARLES GUTTMAN COMMUNIT,0.00,0.1,99.4,99.4,99.4,99.4,50 WEST 40TH ST.,NEW YORK,NY,10018,"50 WEST 40TH ST.
NEW YORK, NY 10018
(40.75302784500008, -73.98391457499997)"
2016-2017,13131017,CULINARY INSTITUTE OF AMERICA,0.00,0.13,99.8,99.8,99.8,99.8,1946 CAMPUS DRIVE,HYDE PARK,NY,12538,"1946 CAMPUS DRIVE
HYDE PARK, NY 12538
(41.744843235000076, -73.93312861099997)"
2016-2017,73313224,TEACHERS COLLEGE,0.04,0.06,99.7,99.8,99.8,99.6,525 W 120TH ST,NEW YORK,NY,10027,"525 W 120TH ST
NEW YORK, NY 10027
(40.81000120700003, -73.96072004099995)"
2017-2018,73312140,MARYMOUNT MANHATTAN COLLEGE,0.10,0.7,99.1,99.1,99.1,99.1,221 EAST 71ST ST,NEW YORK,NY,10021,"221 EAST 71ST ST
NEW YORK, NY 10021
(40.76856829800005, -73.95986228599998)"
2017-2018,64281274,BRIARCLIFFE COLLEGE,0.00,0,100,100,100,100,1055 STEWART AVE,BETHPAGE,NY,11714,"1055 STEWART AVE
BETHPAGE, NY 11714
(40.75965983900005, -73.48875506399997)"
2017-2018,61281279,NASSAU COMMUNITY COLLEGE,0.10,0.1,99.6,99.6,99.6,99.6,1 EDUCATION DR,GARDEN CITY,NY,11530,"1 EDUCATION DR
GARDEN CITY, NY 11530
(40.729983135000055, -73.59331959699995)"
2016-2017,72312189,CUNY JOHN JAY COLLEGE CRIMINAL JUSTICE,0.02,0.06,99,99.1,99.1,98.9,445 WEST 59TH ST SUITE 2308,NEW YORK,NY,10019,"445 WEST 59TH ST SUITE 2308
NEW YORK, NY 10019
(40.77011621400004, -73.98685311799994)"
2017-2018,41061115,JAMESTOWN COMMUNITY COLLEGE,0.00,0.3,99.7,99.7,99.7,99.7,525 FALCONER ST,JAMESTOWN,NY,14701,"525 FALCONER ST
JAMESTOWN, NY 14701
(42.11300197300005, -79.21814178899996)"
2016-2017,72321235,CUNY HERBERT H LEHMAN COLLEGE,0.00,0.06,99.9,99.9,99.9,99.9,250 BEDFORD PARK BLVD W,BRONX,NY,10468,"250 BEDFORD PARK BLVD W
BRONX, NY 10468
(40.875362264000046, -73.89375162599998)"
2017-2018,72341265,CUNY STELLA AND CHARLES GUTTMAN COMMUNIT,0.10,0,99.7,99.9,99.9,99.7,50 WEST 40TH ST.,NEW YORK,NY,10018,"50 WEST 40TH ST.
NEW YORK, NY 10018
(40.75302784500008, -73.98391457499997)"
2017-2018,23412060,UTICA COLLEGE,0.00,0.3,99.5,99.7,99.7,99.5,1600 BURRSTONE RD,UTICA,NY,13502,"1600 BURRSTONE RD
UTICA, NY 13502
(43.093348631000026, -75.27241372799995)"
2015-2016,63282704,RABBINICAL COLLEGE OF LONG ISLAND,0.00,0,100,100,100,100,205 WEST BEECH ST.,LONG BEACH,NY,11561,"205 WEST BEECH ST.
LONG BEACH, NY 11561
(40.58618789800005, -73.67049024299996)"
2016-2017,23612082,ITHACA COLLEGE,0.03,0.45,97.8,97.9,97.9,97.8,201 HAMMOND HEALTH CENTER,ITHACA,NY,14850,"201 HAMMOND HEALTH CENTER
ITHACA, NY 14850
(42.423158417000025, -76.49422347999996)"
2016-2017,74312222,MANDL SCHOOL - THE COLLEGE OF ALLIED HEA,0.00,0,90.3,94.3,94.3,90.3,254 W. 54TH ST,NEW YORK,NY,10019,"254 W. 54TH ST
NEW YORK, NY 10019
(40.76450081200005, -73.98366363399998)"
2015-2016,72312188,CUNY HUNTER COLLEGE,0.00,0,100,100,100,100,695 PARK AVE,NEW YORK,NY,10021,"695 PARK AVE
NEW YORK, NY 10021
(40.63511850100008, -74.13398119699997)"
2016-2017,33262103,TALMUDICAL INSTITUTE OF UPSTATE NEW YORK,0.00,0,100,100,100,100,769 PARK AVE,ROCHESTER,NY,14607,"769 PARK AVE
ROCHESTER, NY 14607
(43.14722511200006, -77.57483163099994)"
2016-2017,73332337,MESIVTA TORAH VODAATH  RABBINICAL SEMINA,0.00,2.82,92.5,92.5,92.5,92.5,425 EAST 9TH ST.,BROOKLYN,NY,11218,"425 EAST 9TH ST.
BROOKLYN, NY 11218
(40.63819975700005, -73.96965490499997)"
2017-2018,73312173,BARNARD COLLEGE,0.00,0.2,99.7,99.7,99.7,99.7,3009 BROADWAY,NEW YORK,NY,10027,"3009 BROADWAY
NEW YORK, NY 10027
(40.80909609300005, -73.96326715299995)"
2016-2017,33432104,HOBART COLLEGE & WILLIAM SMITH COLLEGES,0.04,0.18,99.8,99.8,99.8,99.8,119 SAINT CLAIR ST,GENEVA,NY,14456,"119 SAINT CLAIR ST
GENEVA, NY 14456
(42.85617477300008, -76.98572621799997)"
2017-2018,73311196,HELENE FULD COLLEGE OF NURSING,0.00,0,100,100,100,100,24 E 120TH ST,NEW YORK,NY,10035,"24 E 120TH ST
NEW YORK, NY 10035
(40.802832204000026, -73.94385427199995)"
2017-2018,13012005,COLLEGE OF SAINT ROSE,0.10,0.4,99.5,99.5,99.5,99.5,432 WESTERN AVE,ALBANY,NY,12203,"432 WESTERN AVE
ALBANY, NY 12203
(42.66435177300008, -73.78496365399997)"
2017-2018,73342329,BEIS MEDRASH HEICHAL DOVID,0.00,0,100,100,100,100,257 BEACH 17TH ST.,FAR ROCKAWAY,NY,11691,"257 BEACH 17TH ST.
FAR ROCKAWAY, NY 11691
(40.596412316000055, -73.75124652699998)"
2016-2017,23252051,CAZENOVIA COLLEGE,0.11,0,99.9,99.9,99.9,99.9,22 SULLIVAN ST,CAZENOVIA,NY,13035,"22 SULLIVAN ST
CAZENOVIA, NY 13035
(42.932304000000045, -75.85516296699996)"
2016-2017,72332244,CUNY BROOKLYN COLLEGE,0.20,0.03,99.8,99.7,99.7,99.7,2900 BEDFORD AVE,BROOKLYN,NY,11210,"2900 BEDFORD AVE
BROOKLYN, NY 11210
(40.63165649500007, -73.95267920499998)"
2017-2018,53502147,YESHIVA SHAAREI TORAH OF ROCKLAND,0.00,0.8,98.3,98.3,98.3,98.3,91 WEST CARLTON ROAD,SUFFERN,NY,10901,"91 WEST CARLTON ROAD
SUFFERN, NY 10901
(41.124300523000045, -74.08962416899993)"
2016-2017,53503137,LONG ISLAND UNIVERSITY - ROCKLAND CAMPUS,0.00,0,65.4,65.4,65.4,65.4,70 ROUTE 340,ORANGEBURG,NY,10962,"70 ROUTE 340
ORANGEBURG, NY 10962
(41.04252622300004, -73.93920506699999)"
2017-2018,71312092,FASHION INSTITUTE OF TECHNOLOGY,0.00,0.3,99,99.2,99.2,99,SEVENTH AVENUE AT 27TH ST RM A402,NEW YORK,NY,10001,"SEVENTH AVENUE AT 27TH ST RM A402
NEW YORK, NY 10001
(40.746609000000035, -73.99379249999998)"
2016-2017,43143120,CHRIST THE KING SEMINARY,0.00,0,57.1,57.1,57.1,40.8,711 KNOX RD,EAST AURORA,NY,14052,"711 KNOX RD
EAST AURORA, NY 14052
(42.77079446300007, -78.65666139699994)"
2016-2017,21031041,BROOME COMMUNITY COLLEGE,0.08,0.2,99.6,99.6,99.6,99.6,UPPER FRONT ST,BINGHAMTON,NY,13902,"UPPER FRONT ST
BINGHAMTON, NY 13902
(42.123444032000066, -75.90513582799997)"
2016-2017,31242089,SUNY COLLEGE AT GENESEO,0.02,0.36,98.6,98.4,98.4,98.4,1 COLLEGE CIRCLE,GENESEO,NY,14454,"1 COLLEGE CIRCLE
GENESEO, NY 14454
(42.795768044000056, -77.81932680899996)"
2015-2016,14011336,ITT TECHNICAL INSTITUTE - Albany,1.32,1.3,90.1,90.1,90.1,90.1,13 AIRLINE DRIVE,ALBANY,NY,12205,"13 AIRLINE DRIVE
ALBANY, NY 12205
(42.736242127000025, -73.81950372899996)"
2017-2018,21031041,BROOME COMMUNITY COLLEGE,0.10,0.2,99.4,99.4,99.4,99.4,UPPER FRONT ST,BINGHAMTON,NY,13902,"UPPER FRONT ST
BINGHAMTON, NY 13902
(42.123444032000066, -75.90513582799997)"
2016-2017,13013002,ALBANY COLLEGE OF PHARMACY,0.00,0,99.9,100,100,99.9,106 NEW SCOTLAND AVE,ALBANY,NY,12208,"106 NEW SCOTLAND AVE
ALBANY, NY 12208
(42.652495627000064, -73.77757679099994)"
2017-2018,21421068,ONONDAGA COMMUNITY COLLEGE,0.10,0.2,96.9,96.9,96.9,96.9,4585 WEST SENECA TURNPIKE,SYRACUSE,NY,13215,"4585 WEST SENECA TURNPIKE
SYRACUSE, NY 13215
(43.00122876200004, -76.19510253099997)"
2017-2018,73332353,YESHIVA OF MACHZIKAI HADAS,0.00,0,100,100,100,100,1301 47TH ST.,BROOKLYN,NY,11219,"1301 47TH ST.
BROOKLYN, NY 11219
(40.636024931000065, -73.99069829199993)"
2017-2018,24031010,ELMIRA BUSINESS INSTITUTE,0.00,0,99.1,100,100,99.1,303 N. MAIN ST,ELMIRA,NY,14901,"303 N. MAIN ST
ELMIRA, NY 14901
(42.09026190600008, -76.80852051299996)"
2017-2018,53663166,ST VLADIMIR'S OTHODOX THEOLOGICAL SEMINA,0.00,0,100,100,100,100,575 SCARSDALE RD,CRESTWOOD,NY,10707,"575 SCARSDALE RD
CRESTWOOD, NY 10707
(40.96980054200003, -73.82325638699996)"
2017-2018,73332345,TALMUDICAL SEMINARY OF BOBOV,0.00,0.7,94.4,95.8,95.8,94.4,4820 16TH AVE,BROOKLYN,NY,11204,"4820 16TH AVE
BROOKLYN, NY 11204
(40.63121502300004, -73.98534464799997)"
2017-2018,72312327,CUNY CITY COLLEGE,0.10,0.1,99.4,99.4,99.4,99.4,160 CONVENT AVE & 138TH ST RM J15,NEW YORK,NY,10031,"160 CONVENT AVE & 138TH ST RM J15
NEW YORK, NY 10031
(40.81938904500004, -73.95012018799997)"
2017-2018,51661169,WESTCHESTER COMMUNITY COLLEGE,0.00,0.1,99.9,99.9,99.9,99.9,75 GRASSLANDS RD,VALHALLA,NY,10595,"75 GRASSLANDS RD
VALHALLA, NY 10595
(41.070961339000064, -73.79087352499994)"
2017-2018,11151024,NORTH COUNTRY COMMUNITY COLLEGE,0.10,0.1,98.9,98.9,98.9,98.9,23 SANTANONI AVE,SARANAC LAKE,NY,12983,"23 SANTANONI AVE
SARANAC LAKE, NY 12983
(44.319180825000046, -74.12075831599998)"
2017-2018,72341269,ASA COLLEGE,0.30,0,99.7,99.7,99.7,99.7,81 WILLOUGHBY ST,BROOKLYN,NY,11201,"81 WILLOUGHBY ST
BROOKLYN, NY 11201
(40.69222450400008, -73.98609313599997)"
2017-2018,31431103,FINGER LAKES COMMUNITY COLLEGE,0.20,0.3,99.1,99.1,99.1,99.1,4355 LAKESHORE DR,CANANDAIGUA,NY,14424,"4355 LAKESHORE DR
CANANDAIGUA, NY 14424
(42.87195773800005, -77.24287680899994)"
2017-2018,43141130,TROCAIRE COLLEGE,0.00,0.1,99.9,99.9,99.9,99.9,360 CHOATE AVENUE,BUFFALO,NY,14220,"360 CHOATE AVENUE
BUFFALO, NY 14220
(42.84676797900005, -78.81189651699998)"
2016-2017,73311170,AMERICAN ACADEMY OF DRAMATIC ARTS,0.00,0.67,99.3,99.3,99.3,99.3,120 MADISON AVE,NEW YORK,NY,10016,"120 MADISON AVE
NEW YORK, NY 10016
(40.74548915500003, -73.98465698099994)"
2016-2017,23411057,ST ELIZABETH COLLEGE OF NURSING,0.00,0,100,100,100,100,2215 GENESEE ST,UTICA,NY,13501,"2215 GENESEE ST
UTICA, NY 13501
(43.08292931900007, -75.26841634599998)"
2017-2018,13132023,VASSAR COLLEGE,0.10,0.4,99.5,99.5,99.5,99.5,124 RAYMOND AVE,POUGHKEEPSIE,NY,12604,"124 RAYMOND AVE
POUGHKEEPSIE, NY 12604
(41.68645407400004, -73.89815992299998)"
2016-2017,64281274,BRIARCLIFFE COLLEGE,0.00,0,99.2,99.2,99.2,99.2,1055 STEWART AVE,BETHPAGE,NY,11714,"1055 STEWART AVE
BETHPAGE, NY 11714
(40.75946982200003, -73.48842481699995)"
2017-2018,13522032,SUNY EMPIRE STATE COLLEGE,0.20,0.4,92.5,93.4,93.6,92.5,2 UNION AVENUE,SARATOGA SPRINGS,NY,12866,"2 UNION AVENUE
SARATOGA SPRINGS, NY 12866
(43.07773403700003, -73.78266050499997)"
2017-2018,73313306,NEW YORK GRADUATE SCHOOL OF PSYCHOANALYS,0.00,0,100,100,100,100,16 WEST TENTH ST,NEW YORK,NY,10011,"16 WEST TENTH ST
NEW YORK, NY 10011
(40.733819812000036, -73.99649304999997)"
2017-2018,73332336,MESIVTA OF EASTERN PARKWAY RABBINICAL SE,0.00,6.1,93.9,93.9,93.9,93.9,510 DAHILL ROAD,BROOKLYN,NY,11218,"510 DAHILL ROAD
BROOKLYN, NY 11218
(40.63515813400005, -73.97908804399998)"
2017-2018,53501111,SALVATION ARMY SCHOOL FOR OFFICER TRAINI,0.00,0,97.3,98.6,100,97.3,201 LAFAYETTE AVE,SUFFERN,NY,10901,"201 LAFAYETTE AVE
SUFFERN, NY 10901
(41.113678349000054, -74.14060027899995)"
2017-2018,41142128,SUNY COLLEGE AT BUFFALO,0.00,0,100,100,100,100,1300 ELMWOOD AVE,BUFFALO,NY,14222,"1300 ELMWOOD AVE
BUFFALO, NY 14222
(42.932619000000045, -78.87702750799997)"
2016-2017,63282705,SH'OR YOSHUV RABBINICAL COLLEGE,0.00,0,100,100,100,100,1 CEDAR LAWN AVE,LAWRENCE,NY,11559,"1 CEDAR LAWN AVE
LAWRENCE, NY 11559
(40.605659005000064, -73.74078579599995)"
2015-2016,73332329,ST JOSEPH'S COLLEGE - BROOKLYN CAMPUS,0.08,0.1,91.4,91.4,91.4,91.4,245 CLINTON AVE,BROOKLYN,NY,11205,"245 CLINTON AVE
BROOKLYN, NY 11205
(40.69034815100008, -73.96823515599993)"
2016-2017,73313211,NEW YORK COLLEGE OF PODIATRIC MEDICINE,0.00,0,100,100,100,100,53 EAST 124TH ST,NEW YORK,NY,10035,"53 EAST 124TH ST
NEW YORK, NY 10035
(40.80488321400003, -73.94066036599997)"
2017-2018,43141124,HILBERT COLLEGE,0.10,0.3,99.6,99.6,99.6,99.6,5200 SOUTH PARK AVE,HAMBURG,NY,14075,"5200 SOUTH PARK AVE
HAMBURG, NY 14075
(42.75416646600007, -78.82460266699997)"
2015-2016,53502143,OHR SOMAYACH TANENBAUM EDUCATIONAL CTR,0.00,0,100,100,100,100,244 ROUTE 306,MONSEY,NY,10952,"244 ROUTE 306
MONSEY, NY 10952
(41.13394678800006, -74.06662485099997)"
2016-2017,72312327,CUNY CITY COLLEGE,0.05,0.03,89.4,91.4,91.5,89.3,160 CONVENT AVE & 138TH ST RM J15,NEW YORK,NY,10031,"160 CONVENT AVE & 138TH ST RM J15
NEW YORK, NY 10031
(40.82486000000006, -73.95013999999998)"
2017-2018,53502144,RABBINICAL COLLEGE BETH SHRAGA,0.00,5.4,94.6,94.6,94.6,94.6,28 SADDLE RIVER ROAD,MONSEY,NY,10952,"28 SADDLE RIVER ROAD
MONSEY, NY 10952
(41.11425786900003, -74.07207889099993)"
2017-2018,73313171,GERSTNER SLOAN-KETTERING GRADUATE SCHOOL,0.00,0,100,100,100,100,1275 YORK AVE,NEW YORK,NY,10065,"1275 YORK AVE
NEW YORK, NY 10065
(40.76398106400006, -73.95588016699998)"
2016-2017,74311229,WOOD/TOBE-COBURN SCHOOL,0.00,0,100,100,100,100,8 E 40TH ST,NEW YORK,NY,10016,"8 E 40TH ST
NEW YORK, NY 10016
(40.751845837000076, -73.98109510799998)"
2015-2016,21051044,CAYUGA COUNTY COMMUNITY COLLEGE,0.00,0.4,99.7,99.7,99.7,99.7,197 FRANKLIN ST,AUBURN,NY,13021,"197 FRANKLIN ST
AUBURN, NY 13021
(42.942419596000036, -76.54268806099998)"
2016-2017,23422065,LE MOYNE COLLEGE,0.03,0.11,99.7,99.8,99.8,99.7,1419 SALT SPRINGS RD,SYRACUSE,NY,13214,"1419 SALT SPRINGS RD
SYRACUSE, NY 13214
(43.04670285700007, -76.08722398799995)"
2016-2017,54661169,CENTER FOR ULTRASOUND RESEARCH & EDUCATI,0.00,0,100,100,100,100,333 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,"333 WESTCHESTER AVENUE
WHITE PLAINS, NY 10604
(41.02992405100008, -73.74810898999993)"
2016-2017,72341268,"CHRISTIE'S EDUCATION, INC",0.00,0,98.4,100,100,98.4,11 WEST 42ND ST   8TH FLOOR,NEW YORK,NY,10036,"11 WEST 42ND ST 8TH FLOOR
NEW YORK, NY 10036
(40.753984064000065, -73.98200101299994)"
2016-2017,23472073,HARTWICK COLLEGE,0.00,0.07,99.9,99.9,99.9,99.8,1 HARTWICK DRIVE,ONEONTA,NY,13820,"1 HARTWICK DRIVE
ONEONTA, NY 13820
(42.457435356000076, -75.07197204499994)"
2016-2017,73332340,RABBINICAL COLLEGE BOBOVER YESHIVA B'NEI,0.00,0,100,100,100,100,1577 48TH ST.,BROOKLYN,NY,11219,"1577 48TH ST.
BROOKLYN, NY 11219
(40.63182101900003, -73.98525586499994)"
2015-2016,43042113,ST BONAVENTURE UNIVERSITY,0.22,0,99.8,99.8,99.8,99.8,3261 WEST STATE RD,SAINT BONAVENTURE,NY,14778,"3261 WEST STATE RD
SAINT BONAVENTURE, NY 14778
(42.080377104000036, -78.47864210099993)"
2016-2017,73312183,COOPER UNION FOR THE ADVANCEMENT OF SCIE,0.00,0.41,99.6,99.6,99.6,99.6,30 COOPER SQ,NEW YORK,NY,10003,"30 COOPER SQ
NEW YORK, NY 10003
(40.72800129500007, -73.99133809599994)"
2017-2018,21112046,SUNY COLLEGE AT CORTLAND,0.00,0.2,99.8,99.8,99.8,99.8,,CORTLAND,NY,13045,"CORTLAND, NY 13045
(42.59963000000005, -76.18116999999995)"
2016-2017,72341271,PACIFIC COLLEGE OF ORIENTAL MEDICINE,0.96,3.45,95.2,95.6,95.6,95.2,915 BROADWAY-THIRD FL,NEW YORK,NY,10107,"915 BROADWAY-THIRD FL
NEW YORK, NY 10107
(40.766382200000066, -73.98241069999995)"
2016-2017,11131018,DUTCHESS COMMUNITY COLLEGE,0.10,0.31,96.3,96.8,96.8,96.3,53 PENDELL RD,POUGHKEEPSIE,NY,12601,"53 PENDELL RD
POUGHKEEPSIE, NY 12601
(41.72229675800003, -73.90516915999996)"
2017-2018,73332329,ST JOSEPH'S COLLEGE -BROOKLYN CAMPUS,0.60,0,93.1,93.3,93.4,93,245 CLINTON AVE,BROOKLYN,NY,11205,"245 CLINTON AVE
BROOKLYN, NY 11205
(40.690344227000026, -73.96823848499997)"
2016-2017,73313305,NEW YORK ACADEMY OF ART,0.00,0,94.1,100,100,94.1,111 FRANKLIN ST,NEW YORK,NY,10013,"111 FRANKLIN ST
NEW YORK, NY 10013
(40.71849103100004, -74.00587400399996)"
2017-2018,11091013,CLINTON COMMUNITY COLLEGE,0.20,0,99.5,99.5,99.5,99.5,RR 3,PLATTSBURGH,NY,12901,"RR 3
PLATTSBURGH, NY 12901
(44.69789470000006, -73.45519099999996)"
2017-2018,73313307,SOTHEBY'S INSTITUTE OF ART-NEW YORK,0.00,0.5,98.1,98.6,98.6,98.1,"570 LEXINGTON AVENUE, 6TH FLOOR",NEW YORK,NY,10022,"570 LEXINGTON AVENUE, 6TH FLOOR
NEW YORK, NY 10022
(40.75681901200005, -73.97216867399999)"
2017-2018,73313220,ROCKEFELLER UNIVERSITY,0.00,0.4,99.6,99.6,99.6,99.6,1230 YORK AVE,NEW YORK,NY,10021,"1230 YORK AVE
NEW YORK, NY 10021
(40.763030220000076, -73.95648698199994)"
2017-2018,73312329,AMERICAN MUSEUM OF NATURAL HISTORY PHD P,0.00,0,100,100,100,100,CENTRAL PARK WEST @ 79TH STREET,NEW YORK,NY,10024,"CENTRAL PARK WEST @ 79TH STREET
NEW YORK, NY 10024
(40.779945000000055, -73.97102249999995)"
2017-2018,63282703,NEW YORK INSTITUTE OF TECHNOLOGY,0.10,0.1,99.9,99.9,99.9,99.9,,OLD WESTBURY,NY,11568,"OLD WESTBURY, NY 11568
(40.78358940000004, -73.60689909999996)"
2017-2018,73313209,NEW YORK LAW SCHOOL,0.00,0,97.7,98.2,97.3,96.1,57 WORTH ST,NEW YORK,NY,10013,"57 WORTH ST
NEW YORK, NY 10013
(40.71722402100005, -74.00650819599997)"
2017-2018,73313207,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,0.00,0,100,100,100,97.4,1 GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,"1 GUSTAVE L. LEVY PLACE
NEW YORK, NY 10029
(40.789079214000026, -73.95446194999994)"
2017-2018,41401133,NIAGARA COUNTY COMMUNITY COLLEGE,0.00,0.1,99.8,99.8,99.8,99.8,3111 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132,"3111 SAUNDERS SETTLEMENT RD
SANBORN, NY 14132
(43.14320731500004, -78.87218960599995)"
2016-2017,61282283,SUNY COLLEGE AT OLD WESTBURY,0.02,0.1,99.3,99.3,99.3,99.3,,OLD WESTBURY,NY,11568,"OLD WESTBURY, NY 11568
(40.78358940000004, -73.60689909999996)"
